prompt,image_name,index,quality_score,std_quality,mos_align,std_align,generated_answer
"profile face portrait of a tin toy robot, HDR lighting",glide_normal_169.jpg,169,1.337589887,0.607780656,1.118687364,0.887390466,A centered red robotic figure with large eyes faces forward in darkness. The upper face is coherent while the lower body is a vague rectangle. Oversmoothing and soft edges significantly reduce texture and detail clarity.
"profile face portrait of a tin toy robot, HDR lighting",midjourney_lowstep_169.jpg,169,2.746509754,0.276466067,3.345634382,0.463961845,A close-up shows a metallic robot head against a dark blurred background. The subject is structurally stable despite minor malformations in facial details. Heavy global blurring obscures fine textures and softens all edges.
"profile face portrait of a tin toy robot, HDR lighting",midjourney_normal_169.jpg,169,3.421003889,0.852308754,3.588197866,0.686936278,A close-up depicts a weathered metallic robot head against a dark background. The subject maintains coherent mechanical structure and clear semantic readability across its features. Textures remain sharp and natural with no dominant local artifact visible.
"profile face portrait of a tin toy robot, HDR lighting",sd1.5_highcorr_169.jpg,169,2.912636241,0.302881303,2.323114765,0.840730783,A centered digital painting shows a colorful stylized robot head and shoulders. The subject has simplified geometry with slightly asymmetrical eyes and a fused structure. Surfaces appear waxy with inconsistent lighting and softened edge definitions.
"profile face portrait of a tin toy robot, HDR lighting",sd1.5_lowcorr_169.jpg,169,3.017147546,0.684279531,2.811881174,1.013182684,A front-facing close-up depicts a metallic robot against a solid red backdrop. The subject exhibits a stable geometric structure with clear semantic readability. Metallic textures appear slightly waxy with softened fine details.
"profile face portrait of a tin toy robot, HDR lighting",sd1.5_lowstep_169.jpg,169,2.282514316,0.793581357,2.912661101,0.626500564,A red and blue toy robot stands in profile against a grey background. The robot's head shows minor geometric distortions at the color boundaries. Grainy noise and waxy surfaces obscure fine details.
"profile face portrait of a tin toy robot, HDR lighting",sd1.5_normal_169.jpg,169,3.074195478,0.823287633,3.64096935,0.36093924,A close-up shows a shiny metallic robot head on a yellow background. The robotic face has asymmetrical geometry and inconsistent detailing near the eyes. Surfaces appear waxy with softened shadow details.
"profile face portrait of a tin toy robot, HDR lighting",xl2.2_normal_169.jpg,169,3.324474137,0.503724852,3.667439246,0.431567388,A close-up profile of a reflective metallic robot head on a dark background. The subject structure is stable with minor geometric crowding near the ear. Glossy surfaces show sharp edges but lack fine surface grain.
"grumpy disney princess sitting in a cave, cold color",AttnGAN_normal_171.jpg,171,1.1267749,0.730365211,0.720129493,0.825266215,A close-up abstract painting of distorted warm-toned organic and instrumental shapes. The subject structure is severely warped and semantically illegible due to fused geometry. Textures appear waxy while edges show inconsistent softness and melting.
"grumpy disney princess sitting in a cave, cold color",DALLE2_normal_171.jpg,171,1.956116406,0.428474341,2.771702485,1.037614916,A digital illustration shows a woman in a cyan gown inside a dark grotto. The figure displays unnatural facial geometry and ambiguous floating elements on the head. Surfaces exhibit heavy oversmoothing and lack fine detail.
"grumpy disney princess sitting in a cave, cold color",glide_normal_171.jpg,171,0.212533273,0.929852104,0.518653615,0.616824934,A faint glowing shape is centered on a dark background. The subject lacks any recognizable structure or semantic clarity due to blur. Extreme blurring and low contrast obscure all fine details.
"grumpy disney princess sitting in a cave, cold color",midjourney_lowstep_171.jpg,171,2.444661076,0.270523329,3.202378717,0.599633921,"A stylized seated figure sits within a dark, impressionistic cavern setting. The subject's face and hands are fused and lack coherent anatomical structure. Heavy oversmoothing creates flat textures and softened edge definitions."
"grumpy disney princess sitting in a cave, cold color",midjourney_normal_171.jpg,171,3.008458905,0.511018394,2.969682911,0.661814686,A cartoon woman in a blue gown sits inside a dark grotto. Her facial features and clasped hands show visible anatomical distortion. Background elements suffer from flat textures and inconsistent edge sharpness.
"grumpy disney princess sitting in a cave, cold color",sd1.5_highcorr_171.jpg,171,3.007007681,0.431612519,2.711185223,0.680634317,"A 2D animated princess figure rests inside a glowing ice cave. Her upper body is clear, but her hands are malformed and fused. Textures appear flat while edges lack crisp definition."
"grumpy disney princess sitting in a cave, cold color",sd1.5_lowcorr_171.jpg,171,1.860824639,0.555100191,2.429909143,1.057197034,"A digital illustration features a woman and a mouse within a cave setting. Both figures suffer from facial asymmetry and severely malformed, fused limb structures. Image textures exhibit oversmoothing and lack clear boundary definition."
"grumpy disney princess sitting in a cave, cold color",sd1.5_lowstep_171.jpg,171,2.45975351,0.514876387,2.31896878,0.717925545,A cartoon girl with long brown hair sits within a rocky cave. The subject's hands are mitten-like and facial features appear slightly misaligned. Flat textures and soft outlines dominate the image.
"grumpy disney princess sitting in a cave, cold color",sd1.5_normal_171.jpg,171,1.851568074,0.300052278,2.430025645,0.806387037,A red-haired animated mermaid sits in a purple grotto holding a shell. Her facial features are misaligned and her hands display malformed finger geometry. Outlines show softening and textures appear flat.
"grumpy disney princess sitting in a cave, cold color",xl2.2_normal_171.jpg,171,2.18011346,0.523941731,2.49210202,0.337978438,A stylized animated woman sits within a vibrant purple grotto. The figure contains a structural contradiction between human legs and a tail. Background surfaces display monotonous repetitive textures and soft edges.
"art of a mimic from dungeons and dragons, top view",AttnGAN_normal_172.jpg,172,0.940601322,0.307129064,1.101591216,0.223370827,"A close-up of distorted organic sculptural forms against a rough stone background. The subject displays heavily warped and fused anatomy with broken spatial coherence. Surfaces exhibit oversmoothing, softened edges, and flat pseudo-textures."
"art of a mimic from dungeons and dragons, top view",DALLE2_normal_172.jpg,172,3.359435142,0.432799213,1.763328481,1.503791291,A close-up portrait features a subject with bold red facial makeup. The face shows subtle asymmetry and a stiff expression with malformed ears. Skin textures appear waxy and lack natural detail.
"art of a mimic from dungeons and dragons, top view",glide_normal_172.jpg,172,0.392090064,0.386079014,0.277575547,0.480763569,A silhouetted human figure glows with orange light on a black background. The subject's anatomy is fused into an indistinct and structurally unreadable shape. Darkness and soft edges obscure all internal texture and fine detail.
"art of a mimic from dungeons and dragons, top view",midjourney_lowstep_172.jpg,172,1.821700312,0.568021286,1.474049467,1.138108673,Digital painting of a distorted monster mouth centered on a dark background. The facial structure is malformed with melted edges and indistinct anatomy. Heavy oversmoothing and blur flatten textures and soften all boundaries.
"art of a mimic from dungeons and dragons, top view",midjourney_normal_172.jpg,172,3.208047473,0.912775819,3.088169836,0.940454187,"A centered digital illustration features a demonic skull with tentacles on an ornate panel. The skull anatomy is plausible, though tentacle junctions and teeth lack sharp detail. Textures appear waxy with pseudo-details and softened edge definitions."
"art of a mimic from dungeons and dragons, top view",sd1.5_highcorr_172.jpg,172,1.92623748,0.659518234,1.995491019,0.863633346,A pixelated mask sits at the center of a complex geometric pattern. The subject's features are distorted and fused with the surrounding dark lines. Heavy dot-matrix textures and jagged aliasing dominate the visual field.
"art of a mimic from dungeons and dragons, top view",sd1.5_lowcorr_172.jpg,172,2.681789454,0.873922316,2.879719212,1.371679293,A detailed pen-and-ink sketch shows a complex surreal creature on paper. The subject displays severe structural confusion with fused limbs and tangled anatomy. Lines exhibit inconsistent weight and repetitive pseudo-detailing throughout the background.
"art of a mimic from dungeons and dragons, top view",sd1.5_lowstep_172.jpg,172,3.490003257,0.670690795,3.220800678,0.431044548,"A top-down technical illustration presents a symmetrical dungeon interior with warm lighting. The main architecture is coherent, yet wall markings consist of unreadable gibberish. Intricate details show soft edges and a flattened texture appearance."
